读者ID,ISBN,品类,年龄区间,性别,单次购买力区间,复购,购买日期
R72205,9780443699577,少儿,26-35,女,20-50,1,2025-03-01
R66981,9780443699577,少儿,36-45,女,20-50,1,2025-03-01
R68827,9780443699577,少儿,26-35,女,20-50,0,2025-03-01
R79501,9780443699577,少儿,36-45,男,20-50,0,2025-03-01
R90017,9782148951343,少儿,36-45,男,20-50,0,2025-03-01
R53904,9782148951343,少儿,26-35,男,20-50,1,2025-03-01
R43468,9782148951343,少儿,36-45,女,20-50,0,2025-03-01
R98511,9782148951343,少儿,36-45,男,20-50,0,2025-03-01
R51060,9783791769367,少儿,36-45,女,20-50,0,2025-03-01
R18906,9783791769367,少儿,36-45,女,20-50,1,2025-03-01
R38759,9781632870831,少儿,36-45,男,20-50,0,2025-03-01
R14461,9781632870831,少儿,26-35,男,20-50,1,2025-03-01
R87874,9781632870831,少儿,36-45,男,20-50,0,2025-03-01
R21322,9787986872774,少儿,36-45,男,20-50,0,2025-03-01
R43205,9783471434558,少儿,36-45,男,20-50,1,2025-03-01
R19924,9783471434558,少儿,26-35,女,20-50,0,2025-03-01
R43729,9782316658760,教辅,18-25,男,20-50,1,2025-03-01
R18177,9782316658760,教辅,46-55,女,20-50,1,2025-03-01
R17872,9782316658760,教辅,26-35,女,20-50,1,2025-03-01
R36302,9789096705466,教辅,18-25,男,20-50,0,2025-03-01
R74494,9789096705466,教辅,18-25,男,20-50,1,2025-03-01
R66525,9789096705466,教辅,18-25,男,20-50,1,2025-03-01
R67878,9789096705466,教辅,55+,男,20-50,0,2025-03-01
R68442,9784670656272,教辅,18-25,女,50-100,1,2025-03-01
R95572,9784670656272,教辅,18-25,男,50-100,0,2025-03-01
R97111,9784670656272,教辅,26-35,女,50-100,1,2025-03-01
R10485,9789016272046,教辅,18-25,男,20-50,0,2025-03-01
R74314,9789016272046,教辅,18-25,男,20-50,0,2025-03-01
R19188,9789016272046,教辅,26-35,男,20-50,0,2025-03-01
R73185,9789016272046,教辅,26-35,女,20-50,1,2025-03-01
R57044,9789016272046,教辅,26-35,男,20-50,1,2025-03-01
R57887,9786464170805,教辅,18-25,女,20-50,0,2025-03-01
R94907,9780330923271,教辅,18-25,男,20-50,1,2025-03-01
R60353,9780330923271,教辅,26-35,女,20-50,0,2025-03-01
R61131,9780330923271,教辅,18-25,男,20-50,0,2025-03-01
R34833,9784529912419,教辅,46-55,男,20-50,1,2025-03-01
R87718,9784529912419,教辅,26-35,女,20-50,1,2025-03-01
R80851,9784529912419,教辅,18-25,男,20-50,0,2025-03-01
R68891,9784529912419,教辅,26-35,女,20-50,0,2025-03-01
R63150,9783193149190,教辅,18-25,男,20-50,1,2025-03-01
R29523,9788506716572,教辅,46-55,女,20-50,0,2025-03-01
R19441,9788506716572,教辅,18-25,女,20-50,1,2025-03-01
R95699,9788506716572,教辅,26-35,男,20-50,1,2025-03-01
R91051,9788506716572,教辅,18-25,女,20-50,1,2025-03-01
R27109,9788506716572,教辅,18-25,男,20-50,1,2025-03-01
R69793,9786945314737,教辅,46-55,男,20-50,0,2025-03-01
R24965,9781043321819,文学,46-55,男,20-50,0,2025-04-01
R65864,9783890838637,文学,36-45,女,50-100,0,2025-04-01
R98918,9783890838637,文学,18-25,男,50-100,0,2025-04-01
R15975,9786542351161,文学,18-25,女,20-50,0,2025-04-01
R25826,9786542351161,文学,46-55,女,20-50,0,2025-04-01
R31627,9780781618495,文学,26-35,女,50-100,0,2025-04-01
R15334,9780781618495,文学,36-45,男,50-100,1,2025-04-01
R92863,9780781618495,文学,36-45,女,50-100,0,2025-04-01
R12048,9780781618495,文学,36-45,男,50-100,0,2025-04-01
R10946,9780781618495,文学,18-25,男,50-100,1,2025-04-01
R26632,9783413164752,文学,36-45,男,20-50,1,2025-04-01
R78562,9783413164752,文学,26-35,男,20-50,0,2025-04-01
R32878,9783413164752,文学,26-35,男,20-50,0,2025-04-01
R33593,9783413164752,文学,36-45,女,20-50,0,2025-04-01
R55593,9781928327648,文学,36-45,男,20-50,0,2025-04-01
R35153,9781928327648,文学,55+,女,20-50,1,2025-04-01
R22541,9781928327648,文学,46-55,女,20-50,0,2025-04-01
R46231,9780564139537,文学,55+,女,20-50,1,2025-04-01
R29558,9780564139537,文学,36-45,女,20-50,0,2025-04-01
R97836,9782388496965,文学,36-45,女,20-50,0,2025-04-01
R57735,9782388496965,文学,26-35,女,20-50,0,2025-04-01
R15677,9780122691669,文学,36-45,女,50-100,1,2025-04-01
R80432,9780122691669,文学,26-35,女,50-100,1,2025-04-01
R73577,9780122691669,文学,36-45,女,50-100,0,2025-04-01
R40841,9780122691669,文学,36-45,男,50-100,0,2025-04-01
R40154,9781845146270,文学,36-45,女,50-100,0,2025-04-01
R22853,9781845146270,文学,26-35,女,50-100,1,2025-04-01
R36208,9781845146270,文学,55+,男,50-100,0,2025-04-01
R67129,9781489325288,社科,26-35,男,50-100,1,2025-04-01
R27878,9781543039117,社科,18-25,男,50-100,0,2025-04-01
R57001,9781543039117,社科,18-25,男,50-100,0,2025-04-01
R26673,9781543039117,社科,18-25,女,50-100,1,2025-04-01
R70106,9787824896383,社科,26-35,女,50-100,0,2025-04-01
R38816,9787824896383,社科,26-35,男,50-100,0,2025-04-01
R93623,9787824896383,社科,26-35,男,50-100,0,2025-04-01
R85775,9787824896383,社科,26-35,女,50-100,0,2025-04-01
R74122,9788713315098,社科,46-55,女,50-100,0,2025-04-01
R72061,9788713315098,社科,18-25,男,50-100,0,2025-04-01
R66113,9788713315098,社科,26-35,男,50-100,0,2025-04-01
R52899,9788713315098,社科,26-35,男,50-100,0,2025-04-01
R87564,9788713315098,社科,36-45,男,50-100,0,2025-04-01
R15250,9780310518347,社科,46-55,女,20-50,0,2025-04-01
R61684,9787631165667,社科,26-35,男,50-100,0,2025-04-01
R22844,9787631165667,社科,36-45,女,50-100,0,2025-04-01
R83202,9787631165667,社科,18-25,男,50-100,0,2025-04-01
R63296,9787631165667,社科,36-45,男,50-100,0,2025-04-01
R48769,9787631165667,社科,46-55,女,50-100,0,2025-04-01
R31207,9786513338726,社科,46-55,女,20-50,0,2025-04-01
R86501,9786513338726,社科,36-45,男,20-50,1,2025-04-01
R28169,9786513338726,社科,36-45,男,20-50,0,2025-04-01
R92222,9781781080132,社科,36-45,男,50-100,1,2025-04-01
R65823,9786026064746,社科,36-45,男,50-100,0,2025-04-01
R90281,9786026064746,社科,18-25,男,50-100,0,2025-04-01
R99740,9786026064746,社科,18-25,女,50-100,1,2025-04-01
R16758,9784309805009,社科,36-45,男,50-100,1,2025-04-01
R91151,9784309805009,社科,26-35,男,50-100,1,2025-04-01
R94957,9784309805009,社科,18-25,男,50-100,0,2025-04-01
R41278,9788121913619,科技,18-25,男,50-100,0,2025-04-01
R86037,9788121913619,科技,18-25,男,50-100,0,2025-04-01
R39548,9788121913619,科技,26-35,男,50-100,1,2025-04-01
R17138,9789985435346,科技,18-25,男,50-100,1,2025-04-01
R73730,9789985435346,科技,26-35,男,50-100,0,2025-04-01
R71625,9789985435346,科技,18-25,女,50-100,0,2025-04-01
R98251,9781079911838,科技,26-35,男,50-100,0,2025-04-01
R18601,9781079911838,科技,26-35,男,50-100,1,2025-04-01
R21443,9781079911838,科技,26-35,男,50-100,1,2025-04-01
R24334,9783542784980,科技,36-45,男,50-100,1,2025-04-01
R78247,9782411824493,科技,26-35,女,50-100,0,2025-04-01
R64596,9782411824493,科技,26-35,男,50-100,0,2025-04-01
R68177,9787401640052,科技,26-35,男,50-100,0,2025-04-01
R34780,9787401640052,科技,18-25,男,50-100,1,2025-04-01
R40451,9787401640052,科技,18-25,男,50-100,0,2025-04-01
R54024,9787401640052,科技,36-45,男,50-100,0,2025-04-01
R81888,9787868011280,科技,26-35,男,50-100,0,2025-04-01
R27295,9787868011280,科技,18-25,女,50-100,0,2025-04-01
R44079,9787868011280,科技,18-25,男,50-100,1,2025-04-01
R47767,9787868011280,科技,26-35,男,50-100,0,2025-04-01
R56284,9787868011280,科技,18-25,男,50-100,1,2025-04-01
R33891,9780450533158,科技,36-45,男,50-100,0,2025-04-01
R97340,9780450533158,科技,36-45,女,50-100,0,2025-04-01
R25324,9780450533158,科技,26-35,男,50-100,1,2025-04-01
R34182,9783226025634,科技,36-45,男,50-100,1,2025-04-01
R97235,9783226025634,科技,18-25,女,50-100,1,2025-04-01
R58878,9783226025634,科技,36-45,男,50-100,0,2025-04-01
R63026,9780733754330,科技,18-25,男,50-100,0,2025-04-01
R10562,9781458685014,少儿,36-45,女,20-50,0,2025-04-01
R76507,9781458685014,少儿,26-35,男,20-50,0,2025-04-01
R97410,9789655698169,少儿,36-45,男,20-50,1,2025-04-01
R67947,9789655698169,少儿,26-35,女,20-50,0,2025-04-01
R72781,9789655698169,少儿,36-45,男,20-50,0,2025-04-01
R82215,9789655698169,少儿,36-45,男,20-50,1,2025-04-01
R90939,9789655698169,少儿,36-45,男,20-50,0,2025-04-01
R94058,9788835615951,少儿,26-35,男,20-50,1,2025-04-01
R46428,9788835615951,少儿,26-35,男,20-50,1,2025-04-01
R68387,9788835615951,少儿,26-35,女,20-50,0,2025-04-01
R77081,9788835615951,少儿,36-45,女,20-50,0,2025-04-01
R89058,9788835615951,少儿,18-25,男,20-50,0,2025-04-01
R58448,9786564823662,少儿,36-45,女,20-50,0,2025-04-01
R55209,9786564823662,少儿,36-45,女,20-50,0,2025-04-01
R83535,9786564823662,少儿,26-35,男,20-50,1,2025-04-01
R68224,9786564823662,少儿,36-45,女,20-50,0,2025-04-01
R64289,9780443699577,少儿,36-45,女,20-50,1,2025-04-01
R21282,9780443699577,少儿,36-45,女,20-50,1,2025-04-01
R78852,9780443699577,少儿,26-35,女,20-50,0,2025-04-01
R87421,9780443699577,少儿,36-45,男,20-50,0,2025-04-01
R64331,9782148951343,少儿,36-45,女,50-100,1,2025-04-01
R84437,9782148951343,少儿,46-55,女,50-100,0,2025-04-01
R34380,9782148951343,少儿,36-45,女,50-100,0,2025-04-01
R86704,9783791769367,少儿,36-45,男,20-50,0,2025-04-01
R70745,9783791769367,少儿,26-35,女,20-50,1,2025-04-01
R30188,9783791769367,少儿,26-35,男,20-50,1,2025-04-01
R64677,9781632870831,少儿,26-35,男,20-50,1,2025-04-01
R94513,9781632870831,少儿,26-35,男,20-50,1,2025-04-01
R46335,9781632870831,少儿,26-35,男,20-50,0,2025-04-01
R67156,9787986872774,少儿,26-35,女,50-100,0,2025-04-01
R72395,9787986872774,少儿,26-35,女,50-100,0,2025-04-01
R58916,9787986872774,少儿,36-45,女,50-100,0,2025-04-01
R44018,9787986872774,少儿,26-35,女,50-100,1,2025-04-01
R51901,9787986872774,少儿,46-55,女,50-100,0,2025-04-01
R57338,9783471434558,少儿,26-35,男,20-50,0,2025-04-01
R56659,9783471434558,少儿,26-35,女,20-50,1,2025-04-01
R93747,9783471434558,少儿,36-45,男,20-50,0,2025-04-01
R31906,9782316658760,教辅,26-35,女,20-50,0,2025-04-01
R99780,9782316658760,教辅,36-45,女,20-50,0,2025-04-01
R57516,9782316658760,教辅,18-25,女,20-50,1,2025-04-01
R28837,9782316658760,教辅,18-25,男,20-50,1,2025-04-01
R58891,9782316658760,教辅,18-25,男,20-50,0,2025-04-01
R75979,9789096705466,教辅,18-25,女,50-100,1,2025-04-01
R83224,9789096705466,教辅,26-35,男,50-100,0,2025-04-01
R25278,9784670656272,教辅,26-35,男,50-100,0,2025-04-01
R28220,9789016272046,教辅,36-45,女,20-50,0,2025-04-01
R88335,9789016272046,教辅,18-25,女,20-50,0,2025-04-01
R32571,9789016272046,教辅,55+,女,20-50,0,2025-04-01
R39697,9786464170805,教辅,18-25,女,20-50,1,2025-04-01
R20302,9786464170805,教辅,18-25,女,20-50,0,2025-04-01
R66524,9780330923271,教辅,18-25,女,50-100,1,2025-04-01
R96479,9780330923271,教辅,36-45,女,50-100,0,2025-04-01
R25587,9780330923271,教辅,18-25,男,50-100,0,2025-04-01
R49537,9780330923271,教辅,18-25,男,50-100,0,2025-04-01
R87018,9784529912419,教辅,36-45,女,20-50,0,2025-04-01
R56076,9784529912419,教辅,26-35,男,20-50,1,2025-04-01
R56163,9783193149190,教辅,36-45,女,20-50,1,2025-04-01
R90341,9783193149190,教辅,36-45,男,20-50,1,2025-04-01
R22989,9783193149190,教辅,36-45,女,20-50,0,2025-04-01
R32514,9788506716572,教辅,26-35,女,50-100,0,2025-04-01
R22934,9788506716572,教辅,36-45,女,50-100,0,2025-04-01
R72221,9788506716572,教辅,26-35,女,50-100,1,2025-04-01
R33704,9786945314737,教辅,36-45,男,50-100,0,2025-04-01
R63422,9781043321819,文学,36-45,女,50-100,1,2025-04-01
R26202,9781043321819,文学,26-35,女,50-100,0,2025-04-01
R83024,9783890838637,文学,55+,女,50-100,0,2025-04-01
R74711,9783890838637,文学,26-35,男,50-100,1,2025-04-01
R88694,9783890838637,文学,55+,女,50-100,0,2025-04-01
R48088,9786542351161,文学,46-55,女,50-100,0,2025-04-01
R19123,9786542351161,文学,36-45,男,50-100,0,2025-04-01
R99015,9786542351161,文学,26-35,女,50-100,0,2025-04-01
R98363,9786542351161,文学,26-35,女,50-100,0,2025-04-01
R25626,9780781618495,文学,26-35,女,50-100,1,2025-04-01
R18481,9783413164752,文学,36-45,女,50-100,0,2025-04-01
R36248,9783413164752,文学,18-25,女,50-100,0,2025-04-01
R75419,9781928327648,文学,36-45,男,20-50,0,2025-04-01
R86273,9781928327648,文学,36-45,女,20-50,0,2025-04-01
R94388,9781928327648,文学,36-45,女,20-50,0,2025-04-01
R97382,9781928327648,文学,18-25,男,20-50,0,2025-04-01
R69589,9780564139537,文学,36-45,女,50-100,1,2025-04-01
R75178,9780564139537,文学,46-55,女,50-100,1,2025-04-01
R18942,9782388496965,文学,55+,女,20-50,0,2025-04-01
R30019,9780122691669,文学,26-35,男,50-100,0,2025-04-01
R20029,9780122691669,文学,36-45,男,50-100,0,2025-04-01
R74512,9780122691669,文学,55+,女,50-100,0,2025-04-01
R81098,9781845146270,文学,26-35,男,50-100,0,2025-04-01
R81646,9781845146270,文学,18-25,女,50-100,1,2025-04-01
R66414,9781845146270,文学,18-25,女,50-100,0,2025-04-01
R68006,9781489325288,社科,46-55,女,50-100,0,2025-04-01
R82963,9781489325288,社科,46-55,女,50-100,0,2025-04-01
R31514,9781489325288,社科,26-35,女,50-100,0,2025-04-01
R60997,9781489325288,社科,46-55,女,50-100,0,2025-04-01
R85000,9781543039117,社科,46-55,女,50-100,0,2025-04-01
R30487,9781543039117,社科,55+,男,50-100,0,2025-04-01
R74840,9781543039117,社科,46-55,男,50-100,0,2025-04-01
R98668,9781543039117,社科,26-35,男,50-100,0,2025-04-01
R52006,9781543039117,社科,55+,女,50-100,1,2025-04-01
R86541,9787824896383,社科,46-55,女,50-100,1,2025-04-01
R54729,9787824896383,社科,18-25,男,50-100,0,2025-04-01
R56840,9787824896383,社科,18-25,男,50-100,0,2025-04-01
R87664,9788713315098,社科,36-45,男,50-100,1,2025-04-01
R49965,9788713315098,社科,18-25,男,50-100,1,2025-04-01
R80571,9788713315098,社科,55+,女,50-100,0,2025-04-01
R44946,9780310518347,社科,55+,男,50-100,1,2025-04-01
R12914,9780310518347,社科,26-35,女,50-100,0,2025-04-01
R61157,9780310518347,社科,26-35,男,50-100,0,2025-04-01
R74010,9780310518347,社科,18-25,男,50-100,1,2025-04-01
R31840,9787631165667,社科,26-35,女,50-100,0,2025-04-01
R67146,9787631165667,社科,18-25,男,50-100,0,2025-04-01
R19872,9787631165667,社科,46-55,男,50-100,0,2025-04-01
R85172,9786513338726,社科,26-35,女,50-100,0,2025-04-01
R22053,9786513338726,社科,18-25,男,50-100,0,2025-04-01
R87576,9786513338726,社科,26-35,女,50-100,0,2025-04-01
R20048,9781781080132,社科,18-25,女,50-100,0,2025-04-01
R49309,9781781080132,社科,36-45,男,50-100,0,2025-04-01
R36224,9781781080132,社科,36-45,男,50-100,0,2025-04-01
R33671,9786026064746,社科,18-25,男,50-100,0,2025-04-01
R77662,9786026064746,社科,26-35,女,50-100,0,2025-04-01
R37912,9786026064746,社科,18-25,男,50-100,0,2025-04-01
R71249,9786026064746,社科,36-45,女,50-100,0,2025-04-01
R90533,9786026064746,社科,36-45,女,50-100,0,2025-04-01
R70619,9784309805009,社科,36-45,女,50-100,1,2025-04-01
R99824,9784309805009,社科,36-45,女,50-100,0,2025-04-01
R63773,9784309805009,社科,55+,女,50-100,0,2025-04-01
R44987,9788121913619,科技,26-35,男,50-100,0,2025-04-01
R43612,9788121913619,科技,26-35,男,50-100,0,2025-04-01
R41258,9788121913619,科技,26-35,女,50-100,1,2025-04-01
R42189,9788121913619,科技,36-45,男,50-100,0,2025-04-01
R65314,9789985435346,科技,26-35,男,50-100,0,2025-04-01
R30887,9789985435346,科技,18-25,男,50-100,1,2025-04-01
R46408,9789985435346,科技,18-25,男,50-100,0,2025-04-01
R15535,9789985435346,科技,26-35,男,50-100,0,2025-04-01
R51144,9781079911838,科技,18-25,男,50-100,0,2025-04-01
R62021,9783542784980,科技,26-35,男,50-100,0,2025-04-01
R75568,9782411824493,科技,18-25,男,50-100,0,2025-04-01
R86076,9782411824493,科技,18-25,男,50-100,0,2025-04-01
R43004,9782411824493,科技,18-25,男,50-100,0,2025-04-01
R88619,9782411824493,科技,18-25,女,50-100,1,2025-04-01
R53160,9782411824493,科技,46-55,男,50-100,0,2025-04-01
R28910,9787401640052,科技,18-25,男,50-100,1,2025-04-01
R45985,9787401640052,科技,26-35,男,50-100,0,2025-04-01
R24806,9787868011280,科技,36-45,女,50-100,1,2025-04-01
R99487,9787868011280,科技,18-25,男,50-100,1,2025-04-01
R28993,9787868011280,科技,18-25,女,50-100,0,2025-04-01
R14562,9780450533158,科技,18-25,男,100+,0,2025-04-01
R17166,9780450533158,科技,18-25,女,100+,0,2025-04-01
R41414,9780450533158,科技,36-45,男,100+,1,2025-04-01
R93748,9780450533158,科技,36-45,男,100+,0,2025-04-01
R99816,9780450533158,科技,26-35,男,100+,1,2025-04-01
R43493,9783226025634,科技,18-25,男,50-100,1,2025-04-01
R40862,9783226025634,科技,46-55,男,50-100,1,2025-04-01
R31001,9783226025634,科技,18-25,男,50-100,0,2025-04-01
R94466,9783226025634,科技,18-25,女,50-100,0,2025-04-01
R71746,9780733754330,科技,26-35,女,50-100,0,2025-04-01
R53610,9780733754330,科技,18-25,男,50-100,0,2025-04-01
R23159,9780733754330,科技,26-35,男,50-100,0,2025-04-01
R76366,9780733754330,科技,55+,女,50-100,1,2025-04-01
R16828,9781458685014,少儿,26-35,女,20-50,0,2025-04-01
R10403,9789655698169,少儿,18-25,男,20-50,0,2025-04-01
R51120,9789655698169,少儿,26-35,女,20-50,0,2025-04-01
R87858,9788835615951,少儿,46-55,女,50-100,0,2025-04-01
R51864,9788835615951,少儿,26-35,男,50-100,0,2025-04-01
R52936,9786564823662,少儿,18-25,女,50-100,0,2025-04-01
R64328,9786564823662,少儿,36-45,男,50-100,0,2025-04-01
R59456,9786564823662,少儿,18-25,男,50-100,0,2025-04-01
R39423,9786564823662,少儿,26-35,男,50-100,1,2025-04-01
R83207,9786564823662,少儿,26-35,女,50-100,0,2025-04-01
R44312,9780443699577,少儿,26-35,男,20-50,0,2025-04-01
R62564,9780443699577,少儿,36-45,男,20-50,0,2025-04-01
R32298,9782148951343,少儿,36-45,男,50-100,0,2025-04-01
R78922,9782148951343,少儿,26-35,女,50-100,0,2025-04-01
R69468,9782148951343,少儿,36-45,女,50-100,0,2025-04-01
R44891,9783791769367,少儿,26-35,男,20-50,1,2025-04-01
R27065,9783791769367,少儿,18-25,女,20-50,0,2025-04-01
R98760,9781632870831,少儿,36-45,男,20-50,1,2025-04-01
R29129,9781632870831,少儿,18-25,女,20-50,1,2025-04-01
R40865,9781632870831,少儿,36-45,女,20-50,0,2025-04-01
R21237,9787986872774,少儿,26-35,女,50-100,1,2025-04-01
R52368,9787986872774,少儿,26-35,女,50-100,0,2025-04-01
R37815,9787986872774,少儿,46-55,女,50-100,0,2025-04-01
R88275,9787986872774,少儿,36-45,男,50-100,1,2025-04-01
R71726,9783471434558,少儿,46-55,男,20-50,0,2025-04-01
R97921,9783471434558,少儿,36-45,女,20-50,0,2025-04-01
R91219,9782316658760,教辅,26-35,女,20-50,1,2025-04-01
R97983,9782316658760,教辅,18-25,男,20-50,1,2025-04-01
R83342,9782316658760,教辅,18-25,男,20-50,1,2025-04-01
R32264,9782316658760,教辅,18-25,女,20-50,0,2025-04-01
R71352,9782316658760,教辅,46-55,男,20-50,1,2025-04-01
R51060,9789096705466,教辅,18-25,女,50-100,1,2025-04-01
R47083,9784670656272,教辅,18-25,男,50-100,0,2025-04-01
R44571,9784670656272,教辅,18-25,女,50-100,0,2025-04-01
R31624,9784670656272,教辅,26-35,女,50-100,1,2025-04-01
R29826,9784670656272,教辅,18-25,男,50-100,0,2025-04-01
R17152,9789016272046,教辅,26-35,女,50-100,1,2025-04-01
R44108,9789016272046,教辅,26-35,女,50-100,1,2025-04-01
R15346,9786464170805,教辅,36-45,女,20-50,0,2025-04-01
R83512,9786464170805,教辅,18-25,男,20-50,0,2025-04-01
R29405,9786464170805,教辅,18-25,女,20-50,1,2025-04-01
R47239,9786464170805,教辅,26-35,女,20-50,1,2025-04-01
R96918,9780330923271,教辅,46-55,男,50-100,0,2025-04-01
R10540,9780330923271,教辅,26-35,男,50-100,0,2025-04-01
R64580,9780330923271,教辅,18-25,男,50-100,0,2025-04-01
R75288,9780330923271,教辅,26-35,女,50-100,0,2025-04-01
R13402,9780330923271,教辅,18-25,女,50-100,1,2025-04-01
R23902,9784529912419,教辅,26-35,男,20-50,0,2025-04-01
R20625,9784529912419,教辅,18-25,女,20-50,0,2025-04-01
R72895,9784529912419,教辅,26-35,男,20-50,0,2025-04-01
R87883,9784529912419,教辅,18-25,女,20-50,0,2025-04-01
R15747,9784529912419,教辅,46-55,男,20-50,0,2025-04-01
R26950,9783193149190,教辅,26-35,女,50-100,1,2025-04-01
R94363,9783193149190,教辅,36-45,女,50-100,1,2025-04-01
R19269,9783193149190,教辅,26-35,女,50-100,0,2025-04-01
R22130,9783193149190,教辅,18-25,男,50-100,1,2025-04-01
R62286,9783193149190,教辅,36-45,女,50-100,1,2025-04-01
R47347,9788506716572,教辅,18-25,女,50-100,0,2025-04-01
R30202,9788506716572,教辅,26-35,男,50-100,1,2025-04-01
R66670,9788506716572,教辅,55+,男,50-100,0,2025-04-01
R99779,9788506716572,教辅,18-25,女,50-100,0,2025-04-01
R36197,9786945314737,教辅,26-35,男,50-100,0,2025-04-01
R72447,9786945314737,教辅,26-35,女,50-100,1,2025-04-01
R21825,9786945314737,教辅,18-25,男,50-100,0,2025-04-01
